STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline cũ,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
348,sân bay bắc kinh,Chung chung,https://docs.google.com/document/d/1MVHEM0lOHS_yH8KX31LIIUrdV0YzRPn0b-r1UeRt3pQ/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-bac-kinh,,,,Chưa triển khai
349,sân bay quốc tế bạch vân quảng châu,Chung chung,https://docs.google.com/document/d/1v_ls3aO-hnIRqGOfIcEynGlVDfq69rS6D0a4maEUZn0/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-bach-van-quang-chau,,,,Chưa triển khai
350,sân bay brussels,Chung chung,https://docs.google.com/document/d/15wb55J3mRm65cUpkYA6796p1Wbe0K79uUbeLSfmy-To/edit?tab=t.0#heading=h.7cuphf7cwi7a,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-brussels,,,,Chưa triển khai
351,sân bay heathrow,Chung chung,https://docs.google.com/document/d/1lz88zqrHTcJQnUHajhrhMwvGhMXYL5vYAMIRKSHcCio/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-heathrow,,,,Chưa triển khai
352,sân bay quốc tế phnôm pênh,Chung chung,https://docs.google.com/document/d/10JtPJfy9SLbDm5BbbEfRapWg90S3vupfxkn4by3KCq0/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-phnom-penh,,,,Chưa triển khai
353,sân bay praha,Chung chung,https://docs.google.com/document/d/14OOyoLdPeLEY4BynjdKt173umQvEGP49WDVivJg2TPI/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-praha,,,,Chưa triển khai
354,sân bay singapore,Chung chung,https://docs.google.com/document/d/13ZWHrDMCMwmR9QTGRkY1UesVHHzU-Hp4TV_06A826As/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-singapore,,,,Chưa triển khai
355,sân bay los angeles,Chung chung,https://docs.google.com/document/d/1xHSvvqPM8a2XBGv8R3w1nGrXbG6M9cFEGiLqA4Yx-D4/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-los-angeles,,,,Chưa triển khai
356,sân bay quốc tế john f. kennedy,Chung chung,https://docs.google.com/document/d/1_fj9stHMU8_DY5u59psHJRtJAjjBZSc8Wt5a91jot6Q/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-john-f-kennedy,,,,Chưa triển khai
357,sân bay quốc tế ngurah rai,Chung chung,https://docs.google.com/document/d/1ymKQ-m9A6qKNaQBYCbvR_kbHskNtqv_yAVnV1c2RbMY/edit?tab=t.0#heading=h.rlj02dbxk95z,Phương,Phương,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-ngurah-rai,,,,Chưa triển khai
358,sân bay quốc tế kuala lumpur,Chung chung,https://docs.google.com/document/d/1pPVCQEk1q7sxQ6GX1BG6l7EWnn67sm0ENGK_15y1-U0/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-kuala-lumpur,,,,Chưa triển khai
359,khách sạn phố cổ hà nội,Hà Nội,https://docs.google.com/document/d/1-LpmHD8_Aye9L-JIGPMdg17jj7Qzwyn0TGS2AgmLDEw/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khach-san-pho-co-ha-noi,,,,Chưa triển khai
360,massage hà nội,Hà Nội,https://docs.google.com/document/d/1bIf58Wr-OmNIvnHEnNgiceWS_-52s1OGJEYlPAzQqng/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/massage-ha-noi,,,,Chưa triển khai
361,massage chân hà nội,Hà Nội,https://docs.google.com/document/d/1RhE_c9SFCGslAoKVHhTM8myXPa6doUI5JqvceXbG530/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/massage-chan-ha-noi,,,,Chưa triển khai
362,xông hơi massage hà nội,Hà Nội,https://docs.google.com/document/d/1qClez--Yd3Rwt7VIu9eigMTIQ_H5d6JuMfZnUEVsF9w/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/xong-hoi-massage-ha-noi,,,,Chưa triển khai
363,cafe rooftop hà nội,Hà Nội,https://docs.google.com/document/d/1RKPn-6q_VpdQjg3ns9hLGtyY74g1i7Hyqcl3HkGcyLg/edit?usp=sharing,Lô,Lô,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cafe-rooftop-ha-noi,,,,Chưa triển khai
364,cafe mèo hà nội,Hà Nội,https://docs.google.com/document/d/1djUcZkAhV7VzR6OwKrFUmuiNAl2sBHx5AEdzamQ3SqM/edit?tab=t.0,Thảo Mini,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cafe-meo-ha-noi,,,,Chưa triển khai
365,escape room hà nội,Hà Nội,https://docs.google.com/document/d/1IYoD6Nd41aOep1m1ncXyT3vGcf3qMEBEFHa4YohQ0po/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/escape-room-ha-noi/,,,,Chưa triển khai
366,khu vui chơi trẻ em ở hà nội,Hà Nội,https://docs.google.com/document/d/1gtTMYrb7itXQDG9cZDh5K6nU14D4a_aeJOM001yAy3g/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-vui-choi-tre-em-o-ha-noi,,,,Chưa triển khai
367,ăn sáng hà nội,Hà Nội,https://docs.google.com/document/d/1GoMPT3pMl7jXwgnmkaWqlcr5ITBVjryjP0ZO5eEwz48/edit?tab=t.0,Lô,P.Anh 12/7,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/an-sang-ha-noi,,,,Chưa triển khai
368,quán nướng hàn quốc hà nội,Hà Nội,https://docs.google.com/document/d/1ecn06Yc3bGrYpq4EZmaCyg9uS49jwtulVBpBx23HwQ4/edit?tab=t.0,Lô,Lô,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/quan-nuong-han-quoc-ha-noi,,,,Chưa triển khai
369,omakase hà nội,Hà Nội,https://docs.google.com/document/d/1vJgJryRDDPxaFJM_efWje_V4ZEJWExMZVnIliQujZiQ/edit?tab=t.0,Lô,Lô,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/omakase-ha-noi,,,,Chưa triển khai
370,rạp chiếu phim hà nội,Hà Nội,https://docs.google.com/document/d/1X1QZOOawulkxhSwT260_0XudxZ3AH7ZKUUFlFww-yFs/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/rap-chieu-phim-ha-noi,,,,Chưa triển khai
371,ăn tối hà nội,Hà Nội,https://docs.google.com/document/d/1uInQGHNyrttrQnXdPzKMKfaYC2TW3Yo8xgk0ifj0fik/edit?usp=sharing,Lô,Ngân,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/an-toi-ha-noi,,,,Chưa triển khai
372,du lịch 1 ngày nên đi đâu gần hà nội,Chung chung,https://docs.google.com/document/d/1apMwQi3oydJ999nYsUv62OrN5VyV3Brm-SGtc0lGsUQ/edit?tab=t.0,Lô,Lô,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-1-ngay-nen-di-dau-gan-ha-noi,,,,Chưa triển khai
373,du lịch gần hà nội 2 ngày 1 đêm,Chung chung,https://docs.google.com/document/d/1ZN6z2VN7GFvuvvsvyAHnBhzvlODY9AK6Ieh-xC5CTuc/edit?tab=t.0,Lô,Lô,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-gan-ha-noi-2-ngay-1-dem,,,,Chưa triển khai
374,music box hà nội,Hà Nội,https://docs.google.com/document/d/1-7vC_BlRKIT39_75sx1iO1rQiDcdgJKpbofEvfVv5j8/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/music-box-ha-noi,,,,Chưa triển khai
375,workshop hà nội,Hà Nội,https://docs.google.com/document/d/10r8b7xqUXI1NZL6q6DmD5jXifPKb2ZkoZ9q88ZLnVqM/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/workshop-ha-noi,,,,Chưa triển khai
376,workshop vẽ tranh hà nội,Hà Nội,https://docs.google.com/document/d/1biWmM2q6ANW96cTDuqUz9VKSwEhSgQvXmJMiwskOlNA/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/workshop-ve-tranh-ha-noi,,,,Chưa triển khai
377,workshop làm gốm hà nội,Hà Nội,https://docs.google.com/document/d/1tPj6bEx_Fo5zwVVUjDLveOyJGqyuRY9O-1h02atmFI4/edit?pli=1&tab=t.0#heading=h.t3m042s70ijj,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/workshop-lam-gom-ha-noi,,,,Chưa triển khai
378,workshop làm bánh hà nội,Hà Nội,https://docs.google.com/document/d/1rktGQIS18LlSyP_vo6H-3nHKBeltbFfyqcQI_0ECZx0/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/workshop-lam-banh-ha-noi,,,,Chưa triển khai
379,sân bay bangkok suvarnabhumi,Chung chung,https://docs.google.com/document/d/1iVp9L77Hyqn00xLAnEIQV0BeMhl5QjPueuo9iVseBzY/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-bangkok-suvarnabhumi,,,,Chưa triển khai
380,sân bay sydney,Chung chung,https://docs.google.com/document/d/1ZNd75IQp0S_uGjh2b9eXoIoLqW4gDgCEEiicoTS5SH8/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-sydney,,,,Chưa triển khai
381,sân bay quốc tế malpensa,Chung chung,https://docs.google.com/document/d/18r1G2qINcag6tM7v3o-LHZP0tL4EDDsATnbGYRhvM-A/edit?tab=t.0#heading=h.77k703fb9aep,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-malpensa/,,,,Chưa triển khai
382,sân bay quốc tế leonardo da vinci,Chung chung,https://docs.google.com/document/d/1864rMuRQ6mdkKQWbzDnjYXXMDS4-c_-flYdBwxs3ZR4/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-quoc-te-leonardo-da-vinci,,,,Chưa triển khai
383,sân bay copenhagen,Chung chung,https://docs.google.com/document/d/17vfOepFbqDFWjKtqwyJMrKDPmX5NMeYvFvnVzzsQg3A/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-copenhagen,,,,Chưa triển khai
384,sân bay frankfurt,Chung chung,https://docs.google.com/document/d/187hrztAvN8nu7n0HDykVAlLUxDbebn9f4fPJeGnKq9k/edit?tab=t.0,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-frankfurt,,,,Chưa triển khai
385,sân bay munich,Chung chung,https://docs.google.com/document/d/193mfYAFRLD4EUpKNrrsJ37il6GqFDHmtJ6RSDLNIwts/edit?tab=t.0#heading=h.u1nakqmw74jn,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-munich,,,,Chưa triển khai
386,sân bay mumbai,Chung chung,https://docs.google.com/document/d/18IA-xSVqw2rJAu_a2wCGxrTAMpOj9fvkSJPlBGvb44E/edit?tab=t.0#heading=h.f6s8mpqecku3,Thảo Mini,C Thẻo Mini,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-mumbai,,,,Chưa triển khai
387,bãi đá sông hồng,Hà Nội,https://docs.google.com/document/d/13LEzmeGHM249w73vkOg_KC6XSj-BQ0_BcSYjqnl-7g0/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-da-song-hong,,,,Chưa triển khai
388,chùa ở hồ tây,Hà Nội,https://docs.google.com/document/d/1HQGLYbROJiX6zmiZtkWw5pXWQa_BNn8hI7M4gPZcx2o/edit?tab=t.0,Lô,Ngân,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-o-ho-tay,,,,Chưa triển khai
389,công viên thanh xuân,Hà Nội,https://docs.google.com/document/d/18kaKIsY7oLs28l218KfdT0PbodLtleXxrgORXyz8ac8/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cong-vien-thanh-xuan,,,,Chưa triển khai
390,chùa tây phương hà nội,Hà Nội,https://docs.google.com/document/d/156_chFFA_TAfucyjQSwHFi6px3eh7PKxo0_NWEU5fkM/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-tay-phuong-ha-noi,,,,Chưa triển khai
391,cầu thê húc,Hà Nội,https://docs.google.com/document/d/1Y1Glu6BA7FoisxpVrxujpZV5E_2CvsjsvuZ28lBk5Rc/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cau-the-huc,,,,Chưa triển khai
392,chùa pháp vân hà nội,Hà Nội,https://docs.google.com/document/d/11rliDu-Nbt_ZrKSXxZZ6XTs_wyr6mb5WDk1_iyed314/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-phap-van-ha-noi,,,,Chưa triển khai
393,chùa hà,Hà Nội,https://docs.google.com/document/d/1abVr-1GrhBAYeoat-turxW4E5KPReUMgL5dKtGVQuqE/edit?tab=t.0#heading=h.wuwcq72ts8x,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ha,,,,Chưa triển khai
394,chùa linh ứng hà nội,Hà Nội,https://docs.google.com/document/d/1k3aihkpTIXnK4k13vxb6YpEAh1WB5ooRU5N2uQld8Cg/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-linh-ung-ha-noi,,,,Chưa triển khai
395,chùa quán sứ hà nội,Hà Nội,https://docs.google.com/document/d/14HSpL7ctmh8EuVDewLcunaEemdPUcgRIkGVB2hmZlZQ/edit?tab=t.0#heading=h.ae96md794lve,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-quan-su-ha-noi,,,,Chưa triển khai
396,chùa thầy quốc oai,Hà Nội,https://docs.google.com/document/d/1zPBD4Yem_T0Rd2snoJvcvwo-v0U0fl3doFusIBbCMvU/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-thay-quoc-oai,,,,Chưa triển khai
397,chùa cầu duyên ở hà nội,Hà Nội,https://docs.google.com/document/d/10oHczEVS5HFYsp3fobP8FwYliHJzfmAuELtbb3H9SJ0/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-cau-duyen-o-ha-noi,,,,Chưa triển khai
398,chùa vạn niên,Hà Nội,https://docs.google.com/document/d/1iYgUbalcUTDGRPkErNPqugy8RMs_YF5nZJSyHxSBOBc/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-van-nien,,,,Chưa triển khai
399,bảo tàng làng gốm bát tràng,Hà Nội,https://docs.google.com/document/d/1ItSung88aF0-SHrz4zFU9upT0fnUWcKGqdj-JUHFguo/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bao-tang-lang-gom-bat-trang,,,,Chưa triển khai
400,bảo tàng phụ nữ việt nam,Hà Nội,https://docs.google.com/document/d/150SUgSc5HygRr9vrUu01tgSJqIBiaUnv3EY-vKhkF-I/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bao-tang-phu-nu-viet-nam,,,,Chưa triển khai
401,bảo tàng phòng không không quân,Hà Nội,https://docs.google.com/document/d/1ddMtu3bBLVyInRETAzER1NNEUBrY-hd_TG0j6g1OJa4/edit?tab=t.0#heading=h.4gtbvwfnyabv,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bao-tang-phong-khong-khong-quan,,,,Chưa triển khai
402,di tích cửa bắc hà nội,Hà Nội,https://docs.google.com/document/d/1n0CS163P8EABv2dJgDciI9s6hBQpvwtfaZTsNyeigA0/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-tich-cua-bac-ha-noi,,,,Chưa triển khai
403,di tích lịch sử ở hà nội,Hà Nội,https://docs.google.com/document/d/1A_qHnV7EBNYGSuoPGdDyQG_vC5mugVNlXQS3vD5MuBc/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-tich-lich-su-o-ha-noi,,,,Chưa triển khai
404,công viên nước hà nội,Hà Nội,https://docs.google.com/document/d/1oW-vvWaCawc_iNy-p-WVH9YsK3vy3Srz6n3HtIDmcCA/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cong-vien-nuoc-ha-noi,,,,Chưa triển khai
405,công viên yên sở,Hà Nội,https://docs.google.com/document/d/1YQRnZbZJxisvfi5m2_-Y3oVcDB0f4VK2MYKcArE5HIo/edit?tab=t.0#heading=h.kxwhvym8nv7x,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cong-vien-yen-so,,,,Chưa triển khai
406,các bãi biển ở hải phòng,Hải Phòng,https://docs.google.com/document/d/1wetLTMKjJynVI0iMavaJgJ7_cAZ0A0P06UgppSodh1k/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cac-bai-bien-o-hai-phong,,,,Chưa triển khai
407,các bãi biển ở quảng ninh,Quảng Ninh,https://docs.google.com/document/d/1kEuLGhF55Ny6TZVtFfHyvkWGrpVW0cIZNO4LbPj-RKo/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cac-bai-bien-o-quang-ninh,,,,Chưa triển khai
408,bãi biển trà cổ,Quảng Ninh,https://docs.google.com/document/d/13E-8C2UvQ3bj1HDIdQqgn2qv-g3SPMkxG-5Iknn1L2M/edit?tab=t.0#heading=h.2nrafwelo8xh,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-tra-co,,,,Chưa triển khai
409,biển vân đồn,Quảng Ninh,https://docs.google.com/document/d/1yDwNSbRQry04sJhHqzbXA5P-A7cTSfipVXrWjP4Zg7s/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-van-don,,,,Chưa triển khai
410,bãi biển đồng châu,Thái Bình,https://docs.google.com/document/d/1AVdKu5yUfBYyn7CW3Zx-PiEuoC_KltjFzt748aMQgnc/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-dong-chau,,,,Chưa triển khai
411,bãi biển quất lâm,Nam Định,https://docs.google.com/document/d/1wxRwHN0BO0POzGTU1WLjBTJZEZ--hNZ0qrHDudwghc4/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-quat-lam,,,,Chưa triển khai
412,cồn nổi,Ninh Bình,https://docs.google.com/document/d/1cu2VsE_Wfy18ysc_JlQkOHZsHamIgTuDlnY2l8rqejU/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/con-noi,,,,Chưa triển khai
413,biển tiên trang,Thanh Hóa,https://docs.google.com/document/d/1-kOISHLbkB9fI_kx1EZUeRitJZZi4p1MpJMhVjrU2mc/edit?tab=t.0#heading=h.j18tjonhwipg,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-tien-trang,,,,Chưa triển khai
414,biển hải hòa,Thanh Hóa,https://docs.google.com/document/d/1phXrwzbW_irizO__D4Cm9kG8U1MTNJJtFMWMK1Q9TxY/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-hai-hoa,,,,Chưa triển khai
415,biển xuân thành,Hà Tĩnh,https://docs.google.com/document/d/1-WJPFzmRls7i8S8aDcLrt4Dj1Z_e8EiJbguudT3VfSk/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-xuan-thanh,,,,Chưa triển khai
416,biển cửa sót,Hà Tĩnh,https://docs.google.com/document/d/1tV-1tjEVDmeNVBjb-EEaPounVZknDjrShD6B_nIdL-g/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-cua-sot,,,,Chưa triển khai
417,biển thiên cầm,Hà Tĩnh,https://docs.google.com/document/d/1wQhUmzewoKf2jOk_ftFDtbDvcSF-ZvLKV_AX-zwTYXo/edit?tab=t.0#heading=h.xyjaev5scxih,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-thien-cam,,,,Chưa triển khai
418,bãi biển cửa tùng,Quảng Trị,https://docs.google.com/document/d/1sr7wZYxxi2YZTxhAIMtD5h1ftDhwJGHjFbNT0RGEfPM/edit?tab=t.0#heading=h.ok504642l0xj,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-cua-tung,,,,Chưa triển khai
419,bãi tắm cửa việt,Quảng Trị,https://docs.google.com/document/d/1r-DdWCGSINMARa4hKHd0F-vT6zqmkOzgCSLVkC_Fsq4/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-tam-cua-viet,,,,Chưa triển khai
420,đảo cồn cỏ,Quảng Trị,https://docs.google.com/document/d/1QywiVGWw4oQzNYwLmRV6_7XTOhyj_B5G5S6lsGyy36E/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dao-con-co,,,,Chưa triển khai
421,bãi rạng,Đà Nẵng,https://docs.google.com/document/d/1CgvYhxK-sk-Rmvw3Y_N2YnB87yn-RTExu-eQhKCQeEc/edit?tab=t.0#heading=h.nvfzqb2e51ul,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-rang,,,,Chưa triển khai
422,bãi biển nam ô,Đà Nẵng,https://docs.google.com/document/d/127LzNvNRx-RKtx_Zd3VudoUP13lP9WMQoflU_WFVBuw/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-nam-o,,,,Chưa triển khai
423,bãi biển cửa đại,Quảng Nam,https://docs.google.com/document/d/153yllolRmQrhqFeUuMQZxcPByET2T0j9fFgRNa5I8vE/edit?tab=t.0#heading=h.q5sctdktk6cc,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-cua-dai,,,,Chưa triển khai
424,bãi biển sa huỳnh,Quảng Ngãi,https://docs.google.com/document/d/1QjjxqUm-ixwmGtj1XLD_sjBMVvHvK1CqwYfXIFKm--o/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-sa-huynh,,,,Chưa triển khai
425,địa điểm check in hà nội,Hà Nội,https://docs.google.com/document/d/1m3bOQVJuwM9duk89b9FlBrAPdYt7OFBnKfCDRAL8GoA/edit?usp=drivesdk,Lô,T.Linh 8/7,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dia-diem-check-in-ha-noi,,,,Chưa triển khai
426,địa điểm check in sài gòn,Hồ Chí Minh,https://docs.google.com/document/d/1Nhf6MYrxrTzosaZE58m-mKn-e349I6gy3fabgwxhnSE/edit?tab=t.0,Phương,Phương,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dia-diem-check-in-sai-gon,,,,Chưa triển khai
427,địa điểm check in đà nẵng,Đà Nẵng,https://docs.google.com/document/d/1ktAts5KqWIvn1c9C0_CLvYAc-BfXvDLZvEAb6lcYa0Y/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dia-diem-check-in-da-nang,,,,Chưa triển khai
428,check-in nha trang,Khánh Hòa,https://docs.google.com/document/d/15tDSAZ3vigO4DLkFujoRovumOwiFWJ-eeBz1bqRkSdw/edit?tab=t.0,Phương,Phương,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/check-in-nha-trang,,,,Chưa triển khai
429,check-in đà lạt,Lâm Đồng,https://docs.google.com/document/d/1awZ4LeOKNd3WIP1iKWaw1cRKUw5S7Ql20RqUpPOsiKA/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/check-in-da-lat,,,,Chưa triển khai
430,bãi tắm hoàng hậu,Bình Định,https://docs.google.com/document/d/1o1JKEPg7T0TbdQUpeaLO_SUltVbKhnHylD0XMbun9s0/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-tam-hoang-hau,,,,Chưa triển khai
431,bãi biển bãi môn,Phú Yên,https://docs.google.com/document/d/14HuXMrdQgecF_1zXrkCRBQSTZksJX6RSixxoToYTia8/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-bai-mon,,,,Chưa triển khai
432,bãi biển tuy hòa,Phú Yên,https://docs.google.com/document/d/1xttGn_6yHnr6gQwT7-tX8doPaZA4cOMiM2xjiREdW3Y/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-tuy-hoa,,,,Chưa triển khai
433,bãi dài nha trang,Khánh Hòa,https://docs.google.com/document/d/17AlDlpr6FARceqZdCnv3z9KyWA5laxw1jHWfU2PMi5w/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-dai-nha-trang,,,,Chưa triển khai
434,hòn chồng,Khánh Hòa,https://docs.google.com/document/d/1Ry_6Qwr5PpXO2oAocYzEVBnbdPS_nWBLdZPuZVu0kH4/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/hon-chong,,,,Chưa triển khai
435,vịnh vĩnh hy,Ninh Thuận,https://docs.google.com/document/d/1rW-X9socWUW1eHJKDMcCf1ySGPX9-Ns-MwzbrLX-y1M/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vinh-vinh-hy,,,,Chưa triển khai
436,bãi biển cà ná,Ninh Thuận,https://docs.google.com/document/d/1MxGVoNKhBgeVLl23YRGWzkdpr0nxuJ1e9pckccIsxO8/edit?tab=t.0,,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-ca-na,,,,Chưa triển khai
437,bãi kinh,Ninh Thuận,https://docs.google.com/document/d/1mh-GLewNMSjcgNSDcyfcRZ3cdKxn4SJUSHd3munRs0Q/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-kinh-ninh-thuan,,,,Chưa triển khai
