STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
366,does hong kong have snow,Chung chung,https://docs.google.com/document/d/1fzfBZtW7Po0Bnwf2QlDwogD28krY9VobsHKo7iOotdU/edit?usp=sharing,Phương,Trân - 13/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/does-hong-kong-have-snow,,,,Chưa triển khai
367,adventure tourism examples,Chung chung,https://docs.google.com/document/d/1amLOAgI2OMFh5alMHafkb10IRS0iIVMqfAaeXwuCIjw/edit?usp=sharing,Đức,Minh 13/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/adventure-tourism-examples,,,,Chưa triển khai
368,xi'an,Chung chung,https://docs.google.com/document/d/1s7oHOXQNi6crVN0B76B_nQG_saBmoezSvYsYinDiSoM/edit?tab=t.0,Hạnh,Hân 19/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/xian,,,,Chưa triển khai
369,vietnamese supermarket,Chung chung,https://docs.google.com/document/d/1KduqPy5NRoVnUWvhKJh2CjKdif_wgJ-0mM5NUF9ZovQ/edit?usp=sharing,Lô, P.Anh 12h 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnamese-supermarket,,,,Chưa triển khai
370,best hanoi restaurants,Hà Nội,https://docs.google.com/document/d/1oqcbL78j6a1mwDSaqc3FdjeWiBho-mPifNghetTf2EM/edit?usp=sharing,Hạnh,Hạnh,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-hanoi-restaurants,,,,Chưa triển khai
371,rooftop restaurant hanoi,Hà Nội,https://docs.google.com/document/d/1b3MLZKfJgOGaKhmHiTTrgvHngZGeZKmSI9ZJ2R3IHnA/edit?usp=sharing,Lô, P.Anh 12h 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/rooftop-restaurant-hanoi,,,,Chưa triển khai
372,french restaurants hanoi,Hà Nội,https://docs.google.com/document/d/15eB8Ikbf91Sa8eETMOt0A9U1fVHcI4GjU0JdFpvH3-E/edit?tab=t.0,Phương,C Thy - 19/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/french-restaurants-hanoi,,,,Chưa triển khai
373,vegan restaurants hanoi,Hà Nội,https://docs.google.com/document/d/1rWPq6mWSOhqplYFzvSylnuYXVK9uyJx2cfcPObZ3g9A/edit?tab=t.0,Phương,C Thảo - 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vegan-restaurants-hanoi,,,,Chưa triển khai
374,vietnam temperature september,Chung chung,https://docs.google.com/document/d/1a6WMcPrEGPzrLQnbI3UatV1SzTRU5-SrI25xmBpZnfI/edit?tab=t.0,Phương,C Thy - 19/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-temperature-september,,,,Chưa triển khai
375,vietnam cyclo,Chung chung,https://docs.google.com/document/d/1nGFXpdmqL9mnW9R9M1-HCMtjzxPMZIw4jfsKHJbWPC4/edit?usp=sharing,Lô,Trang 12h 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-cyclo,,,,Chưa triển khai
376,motorbiking in vietnam,Chung chung,https://docs.google.com/document/d/1kAtjpmCl_zRGpdCLt0_ks5hDkUhFLvEYFlMaWYKiYfA/edit?usp=sharing,Lô,N.Anh 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/motorbiking-in-vietnam,,,,Chưa triển khai
377,overnight train in vietnam,Chung chung,https://docs.google.com/document/d/1dGRDqLqwZ53lRYKvMlFrcb9lvlVjCc3fJKW6j_EVoZU/edit?usp=sharing,Hạnh,Hân 18/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/overnight-train-in-vietnam,,,,Chưa triển khai
378,hanoi airport restaurants,Hà Nội,https://docs.google.com/document/d/1tgAvxq1UxcltXlwgEhJ7XKBP1ep-a8wxera792b4t9Y/edit?tab=t.0#heading=h.yqu7pycewf5,Phương,C Thy - 19/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hanoi-airport-restaurants,,,,Chưa triển khai
379,travel visa for vietnam from canada,Chung chung,https://docs.google.com/document/d/1N1SjjwkEbLdyJECIXKcvFcLnWiUdoSWjW9s-uUfa2OI/edit?usp=sharing,Phương,C Thảo - 18/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/travel-visa-for-vietnam-from-canada,,,,Chưa triển khai
380,what to wear in vietnam,Chung chung,https://docs.google.com/document/d/1ijta5idLTzjiebUm57TTTQjQaH7L2AsuA294Wwo-jGI/edit?tab=t.jvaosorl99ng,Hạnh,,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/what-to-wear-in-vietnam,,,,Chưa triển khai
381,best bun bo hue in saigon,Hồ Chí Minh,https://docs.google.com/document/d/1IcFdHbrTM5KYYAGXVpDij__Brcc8ZQqXTw7WCpz6Fdc/edit?usp=sharing,Đức,Ngọc 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-bun-bo-hue-in-sai-gon,,,,Chưa triển khai
382,coffee hoi an,Quảng Nam,https://docs.google.com/document/d/16TeSSNNmXM3JcHd9uQ54TpaLA-n9hJnnKlh6M44ufbM/edit?tab=t.0,Lô,Trang 29/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/coffee-hoi-an,,,,Chưa triển khai
383,airport dalat,Lâm Đồng,https://docs.google.com/document/d/1DOEkidVcPvq0p8zTDX-C0NnTftanHGXTjyf669EK0ro/edit?usp=sharing,Đức,Minh 05/07,https://www.vietnamairlines.com/en/en/useful-information/travel-guide/airport-dalat,,,,Chưa triển khai
384,da nang airport to city,Đà Nẵng,https://docs.google.com/document/d/121SgrgURa4MdvZgIwLKYs9zssQvK5hbXHmRULlQb6Do/edit?usp=sharing,Đức,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/da-nang-airport-to-city,,,,Chưa triển khai
385,hanoi airport to hanoi city,Hà Nội,https://docs.google.com/document/d/1yY8aGFFEIxc_ymXtFjzN1bV7GQOMpPZJM2lBVWulliU/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-airport-to-hanoi-city,,,,Chưa triển khai
386,hue airport to city,Thừa Thiên Huế,https://docs.google.com/document/d/1g8ih3iHICN2uhHft4yaD5OMbOimtJ-eUEPyKB_5fP9c/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hue-airport-to-city,,,,Chưa triển khai
387,nha trang airport to city,Khánh Hòa,https://docs.google.com/document/d/16Ac3koPnf-PtU2-oKgfp4Wz8LOpIJaFBaEaGwPWoH7Q/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/nha-trang-airport-to-city,,,,Chưa triển khai
388,phu quoc airport to city,Kiên Giang,https://docs.google.com/document/d/1f-DKwPqO3NiZKltQmoYTN-f8ivpFW0gjXM8P8sDPBeE/edit?usp=sharing,Đức,,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/phu-quoc-airport-to-city,,,,Chưa triển khai
389,egg coffee hoi an,Quảng Nam,https://docs.google.com/document/d/1hua1HapA_Pk5jyR2Xxbkc4wID1eszrv5LSRvmbz4lfU/edit?usp=sharing,Lô,Trang 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/egg-coffee-hoi-an,,,,Chưa triển khai
390,broken rice hanoi,Hà Nội,https://docs.google.com/document/d/1xv6T1n4bf6uHjPV88e9Ln2X0HQ_K6OVGvtcgPDWpoCM/edit?tab=t.0#heading=h.m7oktyr0a542,Đức,Hân 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/broken-rice-hanoi,,,,Chưa triển khai
391,best broken rice ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1MddmDyfe6kOv_Cb2MgL7Gsh2GPA_Ve2dnFjJ-gRn9YQ/edit?tab=t.0#heading=h.rs3b9jrysgdw,Lô,N.Anh 28/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-broken-rice-ho-chi-minh,,,,Chưa triển khai
392,best pho hanoi,Hà Nội,https://docs.google.com/document/d/1IwhrWzJNtLBRlOrLe2GhOqdzXel6k4pNZyN3HYhtoxs/edit?tab=t.0,Phương,C Thảo - 27/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-pho-hanoi,,,,Chưa triển khai
393,mi quang da nang,Đà Nẵng,https://docs.google.com/document/d/1MOtw44HT9M4MgBkgMkpYkuqzCNgxAgzxV5vLUamPjhM/edit?tab=t.0,Lô,Lô,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mi-quang-da-nang,,,,Chưa triển khai
394,egg coffee saigon,Hồ Chí Minh,https://docs.google.com/document/d/1PaSNFusaK78tOn-BS-bX_LLOYDVqyBue-OtalwubS7o/edit?tab=t.0,Phương,C Thảo - 27/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/egg-coffee-saigon,,,,Chưa triển khai
395,broken rice vietnam,Chung chung,https://docs.google.com/document/d/1oJNaaM406fK3LIzA2yT2UqEsdBdN9akrH7eSLZ6Ecnw/edit?tab=t.0,Phương,C Thy T7 ,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/broken-rice-vietnam,,,,Chưa triển khai
396,coconut coffee hanoi,Hà Nội,https://docs.google.com/document/d/16hdmTp9AMMydveGx0uh9RPqrmMoVQJGgL6r7pet8jOU/edit?tab=t.0,Phương,C Thảo - 27/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/coconut-coffee-hanoi,,,,Chưa triển khai
397,cao lau hoi an,Quảng Nam,https://docs.google.com/document/d/13XZukV6RyZakhpJU3XOd0YYfs7XsNQ_j3-epsIsh-6U/edit?tab=t.0,Phương,Nga,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cao-lau-hoi-an,,,,Chưa triển khai
398,best coffee in hanoi,Hà Nội,https://docs.google.com/document/d/1beJwWwbHa45JFeUphPxWW8TG3sSpBArqUA_AhZQS2z8/edit?usp=sharing,Phương,C Thảo - 27/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-coffee-in-hanoi,,,,Chưa triển khai
399,best cafe in ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1LWpH-YHdLPm6C2ZA0ZNcyX3WZ0fdk00S39pdIE8dkCU/edit?usp=sharing,Phương,C Thảo - 27/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-cafe-in-ho-chi-minh,,,,Chưa triển khai
400,best banh mi da nang,Đà Nẵng,https://docs.google.com/document/d/1e2wHQarPQ4KOV0NwCPEiO2iyOJQy-Xe226GjTBRbVqM/edit?usp=sharing,Lô,Lô,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-banh-mi-da-nang,,,,Chưa triển khai
401,beer vietnam,Chung chung,https://docs.google.com/document/d/1GHJ6ZcfRz-Y_H5voGaC4sqAnlcl9sD_o5SwPVtCc_Nc/edit?usp=sharing,Lô,N.Anh 29/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/beer-vietnam,,,,Chưa triển khai
402,best pho da nang,Đà Nẵng,https://docs.google.com/document/d/1u4-LoorhHcGUs6yuLojY3B3yWTAwXH_6KccVV05OizM/edit?tab=t.0,Phương,C Thy - 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-pho-da-nang,,,,Chưa triển khai
403,best coffee in vietnam,Chung chung,https://docs.google.com/document/d/1uXHhiDsAy5_AXsHtVA2fUEaWjKdYc2ilIskvuxrQRrc/edit?usp=sharing,Lô,P.Anh 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-coffee-in-vietnam,,,,Chưa triển khai
404,bun cha ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1AgEicWe0vL-ybWUr3ZZiANK2YfKvW6moapNe3OKY0FU/edit?usp=sharing,Lô,N.Anh 29/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bun-cha-ho-chi-minh,,,,Chưa triển khai
405,best bun bo hue in hue,Thừa Thiên Huế,https://docs.google.com/document/d/1ueoGut3NfjwU1macQjDfAuFWB4DDuquyfzuebOTMqMM/edit?tab=t.0,Phương,C Thy - 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-bun-bo-hue-in-hue,,,,Chưa triển khai
406,craft beer in hanoi,Hà Nội,https://docs.google.com/document/d/1jo7H4Fd90z7yhv--Zo4ukTN6CZI2vm_IxKIw4CNY6Z8/edit?usp=sharing,Đức,Hân 28/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/craft-beer-in-hanoi,,,,Chưa triển khai
407,da nang vegetarian restaurants,Đà Nẵng,https://docs.google.com/document/d/1mCIiQ6Ow6HF5_Fmw3-ZY8vtwjE-uy420q2qYWziHiYA/edit?tab=t.0,Phương,C Thy - 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/da-nang-vegetarian-restaurants,,,,Chưa triển khai
408,hanoi vegetarian restaurant,Hà Nội,https://docs.google.com/document/d/1V0cdIgZYse8F0MwVZfE5IHLbwM5Bhr751cqzQJlyK1Q/edit?usp=sharing,Lô,P.Anh 28/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-vegetarian-restaurant,,,,Chưa triển khai
409,best restaurant in ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1kjLBZRNjaR2Yv_xIu7GyoEZBP1Ukux_22xNO13kAy4o/edit?tab=t.0,Lô,P.Anh 28/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vegan-restaurant-in-ho-chi-minh,,,,Chưa triển khai
410,vegan food in vietnam,Chung chung,https://docs.google.com/document/d/1pXMqvWBUugVG6tY9_yEV6ljm3GcIUbtecvBpLyZ9Qyc/edit?usp=sharing,Lô,P.Anh 28/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vegan-food-in-vietnam,,,,Chưa triển khai
411,italian restaurant da nang,Đà Nẵng,https://docs.google.com/document/d/1R9N4h6r9gq6gpmi_rAxgVXwImnHdRgvrGYA3CK6nBTE/edit?tab=t.0,Lô,Trang 1/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/italian-restaurant-da-nang,,,,Chưa triển khai
412,italian restaurant hoi an,Quảng Nam,https://docs.google.com/document/d/10jZEJRgw1TvslOXHkWPYJLWETrWsI4jcmJ5gYd9PbsA/edit?usp=sharing,Lô,Trang 2/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/italian-restaurant-hoi-an,,,,Chưa triển khai
413,best burger in saigon,Hồ Chí Minh,https://docs.google.com/document/d/1CC9Ukkn6dkxl0kJ7Nkf87xtpsgasx9WrmHf4wxWpj_0/edit?usp=sharing,Lô,N.Anh 27/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-burger-in-saigon,,,,Chưa triển khai
414,best burger in hanoi,Hà Nội,https://docs.google.com/document/d/1G8EfT7CsnrQUNSXb8RlukJgOS10sM-Ev73tpvZuxaRI/edit?usp=sharing,Lô,N.Anh 29/6 - Form,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-burger-in-hanoi,,,,Chưa triển khai
415,steakhouse danang,Đà Nẵng,https://docs.google.com/document/d/1ice5d-xaF72RoG-RL7jEyvXyfOGJ7nUAjU_qVAlrnIw/edit?usp=sharing,Lô,Trang 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/steakhouse-danang,,,,Chưa triển khai
416,hanoi steak house,Hà Nội,https://docs.google.com/document/d/1Ly4tMwaMWkrh5mZRMlsUuHrub55ahcPJP9bwjvv37PM/edit?tab=t.0,Lô,P.Anh 29/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hanoi-steak-house,,,,Chưa triển khai
417,coffee in ho chi minh city,Hồ Chí Minh,https://docs.google.com/document/d/1ilvHvoJ8d3acu4NQ9i8aGVZWwqVYb3elQoMJAPfbkrA/edit?tab=t.0,Lô,N.Anh 27/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/coffee-in-ho-chi-minh-city,,,,Chưa triển khai
418,coffee in da nang,Đà Nẵng,https://docs.google.com/document/d/10_gDWzo6QazpLJ_93qsuQ7_mZwEwjqwb3GEJcWrXbxI/edit?usp=sharing,Lô,Lô,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/coffee-in-danang,,,,Chưa triển khai
419,coffee district 1,Hồ Chí Minh,https://docs.google.com/document/d/1ZuPOmg3IUX9oyUAfiWOYbk-u9COr09sWxFuSM4DOmwk/edit?usp=sharing,Lô,N.Anh 27/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/coffee-district-1,,,,Chưa triển khai
420,hoan kiem district,Hà Nội,https://docs.google.com/document/d/1SS9G8ZEjfOiWAFLrR5n9jGM_QDh1gQ7l-48VRuyBwWY/edit?tab=t.0#heading=h.3e8kyh72fqlz,Phương,Nga - 29/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hoan-kiem-district,,,,Chưa triển khai
421,district 3,Hồ Chí Minh,https://docs.google.com/document/d/19pr4zw6um_5yqL2dzmE4SutDZHEn-EjRT0jb-57gpxQ/edit?tab=t.0,Phương,Nga - 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/district-3,,,,Chưa triển khai
422,thu duc district,Hồ Chí Minh,https://docs.google.com/document/d/1WhRJfhnUqzjQv9wRvc2a2Qzijr5kqixhVSEBzHMN9AQ/edit?tab=t.0,Phương,Nga - 29/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thu-duc-district,,,,Chưa triển khai
423,district 4,Hồ Chí Minh,https://docs.google.com/document/d/12-Dwtt0mqv4Vv45emqiT55FgrxJXlSNXnK90OE_ZfwI/edit?tab=t.0,Phương,Nga - 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/district-4,,,,Chưa triển khai
424,district 5,Hồ Chí Minh,https://docs.google.com/document/d/1D3JD1B0Ib9G5EbJbK0jtqUwV8wERiuK6fZSORNiLkB0/edit?tab=t.0,Phương,Nga - 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/district-5,,,,Chưa triển khai
425,district 6,Hồ Chí Minh,https://docs.google.com/document/d/1fgexg1NvyrADBYACokhftvqYo7rNBk6eU4HnYQ5kSoM/edit?tab=t.0,Phương,C Thảo - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/district-6,,,,Chưa triển khai
426,district 10,Hồ Chí Minh,https://docs.google.com/document/d/1ElG31pPsbirdPK3NfAvCDkT3sqQGdEOMWwXfg3uyHWs/edit?tab=t.0,Phương,C Thảo - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/district-10,,,,Chưa triển khai
427,district 11,Hồ Chí Minh,https://docs.google.com/document/d/1R3A5OMr4FvA0xYLRTTqS26pXet20iHQYduaI-2BZqxY/edit?tab=t.0,Phương,C Thảo - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/district-11,,,,Chưa triển khai
428,district 12 ho chi minh city,Hồ Chí Minh,https://docs.google.com/document/d/1QlSsI4jq5B1kKl9smPMRb05NDjHKZXWoAPyMoPtKXCA/edit?tab=t.0,Phương,C Thảo - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/district-12-ho-chi-minh-city,,,,Chưa triển khai
429,phu nhuan district,Hồ Chí Minh,https://docs.google.com/document/d/1tQQc-VGjyrFY5a3n9_us8a9T6sLHLcv4nvZJK6nt3Q0/edit?tab=t.qkwzp47l0way,Phương,C Thảo - 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/phu-nhuan-district,,,,Chưa triển khai
430,binh thanh district,Hồ Chí Minh,https://docs.google.com/document/d/1hTBcwTDtm01RYtopmjRbbxJZjEopgGwBa_LW66IGzEU/edit?tab=t.0,Phương,Nga - 30/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/binh-thanh-district,,,,Chưa triển khai
431,go vap district,Hồ Chí Minh,https://docs.google.com/document/d/13T5SDqhWqeAWoSVy4uZjsuaUkme6OpPwic0imzKDU_Y/edit?tab=t.0,Phương,C Thy - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/go-vap-district,,,,Chưa triển khai
432,tan binh district,Hồ Chí Minh,https://docs.google.com/document/d/197_O5e1W83DD-N78r98il8Tz7-4HIyrp0HTEqXFghDI/edit?tab=t.0,Phương,C Thy - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/tan-binh-district#,,,,Chưa triển khai
433,binh tan district,Hồ Chí Minh,https://docs.google.com/document/d/1yq09c83zCbQ5Ro13bQN1uvVqORBJQzzd-YuVdHZb5Kc/edit?tab=t.0#heading=h.3e8kyh72fqlz,Phương,C Thy - 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/Binh-Tan-District,,,,Chưa triển khai
434,hoc mon district,Hồ Chí Minh,https://docs.google.com/document/d/1T2ZJY59xPAgW1LzYKQbnEJ_dqnHiH65D3vXi2tWAl-o/edit?tab=t.0,Phương,C Thy - 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hoc-mon-district,,,,Chưa triển khai
435,mexican food hanoi,Hà Nội,https://docs.google.com/document/d/13insNq94FgfxBCirGcJ0TZBzr2vljJTt50eGrugonwY/edit?tab=t.0,Lô,N.Anh 4/7 - Form,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/mexican-food-hanoi,,,,Chưa triển khai
436,japanese restaurant hanoi,Hà Nội,https://docs.google.com/document/d/1ODCcuh0ICUkuddPo9El5ujuh4VqPkfBudMTdFz-RRiA/edit?tab=t.0,Hạnh,Ngọc 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/japanese-restaurants-hanoi,,,,Chưa triển khai
437,japanese restaurant ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1SQaKji5jcO7sUi38DhGaQa-9W-CRijwQeusBs_OISGk/edit?tab=t.0#heading=h.jg06i8vbna23,Hạnh,Ngọc 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/japanese-restaurant-ho-chi-minh,,,,Chưa triển khai
438,french restaurant hcmc,Hồ Chí Minh,https://docs.google.com/document/d/1wbgtLDf-J6V17rQaycSk730HA3qNg3NM93pctVsOQ9Q/edit?tab=t.0#heading=h.t3welzjrwlog,Phương,C Thy - 1/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/french-restaurant-hcmc,,,,Chưa triển khai
439,best brunch hanoi,Hà Nội,https://docs.google.com/document/d/1KuECZsEEzYPd5H19ue-yBgs89EXceGVAH3d7MZOAa9Q/edit?usp=sharing,Lô,P.Anh 29/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-brunch-hanoi,,,,Chưa triển khai
440,brunch saigon,Hồ Chí Minh,https://docs.google.com/document/d/18T2OoThCwnjjRoeCXQimIa2E0RdjPuCRU7UHONPGTYg/edit?usp=sharing,Lô,P.Anh 29/6 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/brunch-saigon,,,,Chưa triển khai
441,halal restaurant in da nang,Đà Nẵng,https://docs.google.com/document/d/10XAEfytKgYVZOZikZEkej-3qxeCGVQa3Jg0_AMQYReE/edit?tab=t.0,Hạnh,Ngọc 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/halal-restaurant-in-da-nang,,,,Chưa triển khai
442,halal restaurant ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/1TLzX4INrBOzozRPBkGplai6LJzCngVAFDBGPuud1yvU/edit?tab=t.0,Hạnh,Ngọc 28/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/halal-restaurant-ho-chi-minh,,,,Chưa triển khai
443,indian restaurant in hanoi,Hà Nội,https://docs.google.com/document/d/1pZwMhYIJqPfolUDJktSiKcoczyCAIt8rRHVDWi8OraM/edit?tab=t.0,Hạnh,Ngọc 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/indian-restaurant-in-hanoi,,,,Chưa triển khai
444,indian restaurant ho chi minh city,Hồ Chí Minh,https://docs.google.com/document/d/1-HwwRaam1jxtr4FXkNccw4wTkbgTQklSDLc8GZvo6Ow/edit?tab=t.0,Hạnh,Ngọc 29/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/indian-restaurant-ho-chi-minh-city,,,,Chưa triển khai
445,pizza da nang,Đà Nẵng,https://docs.google.com/document/d/1AMeXKK2cIEaO9160KXzQDhNvXPC6oA-J5vnJKtBoi2Y/edit?usp=sharing,Lô,Trang 2/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/pizza-da-nang,,,,Chưa triển khai
446,best pizza in saigon,Hồ Chí Minh,https://docs.google.com/document/d/1XmZwI2VLfBcuRRldOnexKY4kzn9RKuPiX0tmSYcf784/edit?usp=sharing,Lô,P.Anh 4/7 - Form,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-pizza-in-saigon,,,,Chưa triển khai
447,best pizza in hanoi,Hà Nội,https://docs.google.com/document/d/1z7H-Xa_zRJXV2csvOc82Im8Yz42IZ0Fh9NpruM2EC_s/edit?usp=sharing,Lô,P.Anh 4/7 - Form,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-pizza-in-hanoi,,,,Chưa triển khai
448,best pizza hoi an,Quảng Nam,https://docs.google.com/document/d/1auX8-hvDthQ_uhRw_KEjaPbifOdNI5n4inOcOQV1mjE/edit?tab=t.0#heading=h.f5wrugdeo5do,Lô,Trang 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/best-pizza-hoi-an,,,,Chưa triển khai
449,best time to visit fansipan,Lào Cai,https://docs.google.com/document/d/1_bK5cxjbp8BENhR9dIUBAATNfSA8ijz8P1cB5dDo_K8/edit?usp=sharing,Đức,Ngọc 30/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-time-to-visit-fansipan,,,,Chưa triển khai
450,how to get to fansipan,Lào Cai,https://docs.google.com/document/d/1nemOOjOR9oYM1wO2CSMvKE00xctsre3WPXeR5PAmyWI/edit?usp=sharing,Đức,Ngọc 30/6,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/how-to-get-to-fansipan,,,,Chưa triển khai
451,fansipan buddha,Lào Cai,https://docs.google.com/document/d/1lw1JjunM0xIN3DMuF92QmKUOQ5Gq8Zn30VsutExvejw/edit?tab=t.0,Hạnh,Ngọc 1/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/fansipan-buddha,,,,Chưa triển khai
452,vietnamese zoo,Chung chung,https://docs.google.com/document/d/1ueRQlx-UduFkRvwTZV6WiB-D8VzvI2oeoTIxoL9NiTM/edit?usp=sharing,Hạnh,Ngọc 5/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/vietnamese-zoo,,,,Chưa triển khai
453,vietnam things to do,Chung chung,https://docs.google.com/document/d/10MLdq3iw96v-3IDpxVPMxrDChVzGbwH6K7su3d1r454/edit?usp=sharing,Đức,Ngọc 08/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-things-to-do,,,,Chưa triển khai
454,vietnam national animal,Chung chung,https://docs.google.com/document/d/1GIigGwGcXO66MhzyTGagVPmuPowX1CP797fi2c6O6M0/edit?usp=sharing,Hạnh,Hân 8/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-national-animal,,,,Chưa triển khai
455,dessert in vietnam,Chung chung,https://docs.google.com/document/d/1cS3_ElQ6xD0lnMeZ07fFHY3FAz-bUwLTzz91Hcfvl14/edit?usp=sharing,Lô,P.Anh 8/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/dessert-in-vietnam,,,,Chưa triển khai
